;parent;name;inner.name
0;There should be no permanent members of the UN Security Council;Which is not permanent member of UN Security Council?;Should India get a permanent seat on the UN Security Council?
1;There should be no permanent members of the UN Security Council;Which is not permanent member of UN Security Council?;Is Israel a member of the UN?
2;There should be no permanent members of the UN Security Council;Can a UNSC permanent member be removed?;Should the UN grant India permanent membership of the Security Council?
3;There should be no permanent members of the UN Security Council;Can a UNSC permanent member be removed?;Was India offered permanent seat in UN Security Council?
4;There should be no permanent members of the UN Security Council;Can a UNSC permanent member be removed?;Why India is not a permanent member of UN Security Council?
5;There should be no permanent members of the UN Security Council;How long do non permanent members serve on the Security Council?;Do non permanent members Security Council have veto?
6;There should be no permanent members of the UN Security Council;How long do non permanent members serve on the Security Council?;Are there UN peacekeepers in Syria?
7;There should be no permanent members of the UN Security Council;How long do non permanent members serve on the Security Council?;Is North Korea part of the UN?
8;There should be no permanent members of the UN Security Council;Why are the 5 permanent members of the UN Permanent?;How did China get a permanent seat on the UN Security Council?
9;There should be no permanent members of the UN Security Council;Why are the 5 permanent members of the UN Permanent?;Is Germany a permanent member of the UN Security Council?
10;There should be no permanent members of the UN Security Council;Why are the 5 permanent members of the UN Permanent?;Is Russia in the UN?
