;parent;name;inner.name
0;The sale of violent video games/censor violent video games should be illegal;Are violent video games protected as free speech?;Does the California act that restricts violent video games violate the First Amendment?
1;The sale of violent video games/censor violent video games should be illegal;Are violent video games protected as free speech?;Does the First Amendment bar a state from restricting the sale of violent video games?
2;The sale of violent video games/censor violent video games should be illegal;Should violent video games be banned speech?;Do violent video games make kids violent?
3;The sale of violent video games/censor violent video games should be illegal;Should violent video games be banned speech?;Do violent video games encourage players to become violent in real life?
4;The sale of violent video games/censor violent video games should be illegal;Should violent video games be banned speech?;How violent video games are bad?
5;The sale of violent video games/censor violent video games should be illegal;Are violent video games protected by the First Amendment?;Does freedom of speech apply to minors?
6;The sale of violent video games/censor violent video games should be illegal;Are violent video games protected by the First Amendment?;What is new game journalism?
7;The sale of violent video games/censor violent video games should be illegal;Are violent video games protected by the First Amendment?;Why was the ESRB created?
8;The sale of violent video games/censor violent video games should be illegal;Should violent video games be banned facts?;How violent video games affect youth?
9;The sale of violent video games/censor violent video games should be illegal;Should violent video games be banned facts?;Do video games make people more violent?
10;The sale of violent video games/censor violent video games should be illegal;Should violent video games be banned facts?;Are violent video games bad for youth?
