;parent;name;inner.name
0;physical fitness is better than mental fitness;What is mental and physical fitness?;How can I be mentally and physically fit?
1;physical fitness is better than mental fitness;What is mental and physical fitness?;How physical activity improves mental health?
2;physical fitness is better than mental fitness;How do you keep your mental health fit?;How do you maintain mental hygiene?
3;physical fitness is better than mental fitness;How do you keep your mental health fit?;How can I improve myself emotionally and emotionally?
4;physical fitness is better than mental fitness;How do you keep your mental health fit?;Can you recover from mental illness?
5;physical fitness is better than mental fitness;Is mental or physical health more important?;How do mental disabilities affect everyday life?
6;physical fitness is better than mental fitness;Is mental or physical health more important?;Why is being mentally healthy important?
7;physical fitness is better than mental fitness;Is mental or physical health more important?;Is physical health the most important?
8;physical fitness is better than mental fitness;How can I be healthy mentally and physically?;What can you do to stay healthy socially?
9;physical fitness is better than mental fitness;How can I be healthy mentally and physically?;How can you change yourself physically and mentally?
10;physical fitness is better than mental fitness;How can I be healthy mentally and physically?;What should I eat for optimal health?
