;parent;name;inner.name
0;All veto powers of individual EU member states must be lifted;Can EU member states veto legislation?;Can the EU Parliament repeal legislation?
1;All veto powers of individual EU member states must be lifted;Can EU member states veto legislation?;Who proposes laws in the EU?
2;All veto powers of individual EU member states must be lifted;Will EU countries lose their veto?;Will all EU countries have to adopt the euro?
3;All veto powers of individual EU member states must be lifted;Will EU countries lose their veto?;Is the London Stock Exchange moving to Frankfurt in 2020?
4;All veto powers of individual EU member states must be lifted;Will EU countries lose their veto?;What happens if the UK stays in the EU?
5;All veto powers of individual EU member states must be lifted;Can the UK veto an EU army?;What percentage of UK laws are made in the EU?
6;All veto powers of individual EU member states must be lifted;Can the UK veto an EU army?;Does EU have an army?
7;All veto powers of individual EU member states must be lifted;Can the EU Commission overrule the EU Parliament?;Are EU laws binding?
8;All veto powers of individual EU member states must be lifted;Can the EU Commission overrule the EU Parliament?;How are EU representatives chosen?
9;All veto powers of individual EU member states must be lifted;Can the EU Commission overrule the EU Parliament?;Can EU Parliament reject legislation?
