;parent;name;inner.name
0;The United States should ban assault weapons;Are assault weapons legal in the US?;Is an AR 15 a military grade weapon?
1;The United States should ban assault weapons;Are assault weapons legal in the US?;Is an AR 15 an assault weapon?
2;The United States should ban assault weapons;Are assault weapons banned in the US?;Can you buy an assault rifle in the US?
3;The United States should ban assault weapons;Are assault weapons banned in the US?;Is the AR 15 an assault rifle?
4;The United States should ban assault weapons;Are assault weapons banned in the US?;How many guns turned in in New Zealand?
5;The United States should ban assault weapons;What is considered an assault weapon?;Is an AK 47 an assault rifle?
6;The United States should ban assault weapons;What is considered an assault weapon?;What are AR 15 used for?
7;The United States should ban assault weapons;What is considered an assault weapon?;How many AR 15 are there in America?
8;The United States should ban assault weapons;Are AK 47s illegal in the United States?;Can you legally buy a tank?
9;The United States should ban assault weapons;Are AK 47s illegal in the United States?;Are Uzis legal in the US?
10;The United States should ban assault weapons;Are AK 47s illegal in the United States?;How much does an AK 47 cost to make?
