;parent;name;inner.name
0;Playoffs must be implemented in collegiate level american football;What does playoffs mean in football?;What teams are in the NFL playoffs?
1;Playoffs must be implemented in collegiate level american football;What does playoffs mean in football?;What teams are in the NFL Playoffs 2018?
2;Playoffs must be implemented in collegiate level american football;When was the first college football playoff?;Who has the most national championships in college football?
3;Playoffs must be implemented in collegiate level american football;When was the first college football playoff?;Who are the four college teams in the playoffs?
4;Playoffs must be implemented in collegiate level american football;When was the first college football playoff?;Which bowl game is the national championship 2019?
5;Playoffs must be implemented in collegiate level american football;Who are the members of the college football playoff selection committee?;Who are the final four teams in the college football playoffs?
6;Playoffs must be implemented in collegiate level american football;Who are the members of the college football playoff selection committee?;What time is the CFB playoff selection?
7;Playoffs must be implemented in collegiate level american football;Who are the members of the college football playoff selection committee?;What is a selection committee?
8;Playoffs must be implemented in collegiate level american football;How many playoff games are there in football?;How many wild card teams won the Super Bowl?
9;Playoffs must be implemented in collegiate level american football;How many playoff games are there in football?;Is the wild card game a playoff game NFL?
10;Playoffs must be implemented in collegiate level american football;How many playoff games are there in football?;Who's in the NFL playoffs?
