;parent;name;inner.name
0;Children should do part time and summer work;What are the advantages and disadvantages of part time work for students?;Do part time employees get paid more?
1;Children should do part time and summer work;What are the advantages and disadvantages of part time work for students?;Is part time job good for students?
2;Children should do part time and summer work;Is it a good idea for high school students to have a part time job?;How many hours can a 15 year old work while in school?
3;Children should do part time and summer work;Is it a good idea for high school students to have a part time job?;Do part time jobs affect students grades?
4;Children should do part time and summer work;Is it a good idea for high school students to have a part time job?;Do you need good grades to get a job in high school?
5;Children should do part time and summer work;Should students be allowed to work part time?;Should student work while studying?
6;Children should do part time and summer work;Should students be allowed to work part time?;Why student should not work part time?
7;Children should do part time and summer work;Should students be allowed to work part time?;What are the advantages of having a part time job?
8;Children should do part time and summer work;Why I want a summer job?;When should you apply for a summer job?
9;Children should do part time and summer work;Why I want a summer job?;Why are summer jobs good?
10;Children should do part time and summer work;Why I want a summer job?;When should I look for a summer job?
