;parent;name;inner.name
0;The Church of England should be separated from the British state.;Is there separation of church and state in England?;Why is it important to separate religion from the state Class 8?
1;The Church of England should be separated from the British state.;Is there separation of church and state in England?;Is separation of church and state in the US Constitution?
2;The Church of England should be separated from the British state.;Why is there a separation between church and state?;What does Constitution say about religion?
3;The Church of England should be separated from the British state.;Why is there a separation between church and state?;Is religion allowed in school?
4;The Church of England should be separated from the British state.;Why is there a separation between church and state?;Why did the Founding Fathers separate church and state?
5;The Church of England should be separated from the British state.;Is the separation of church and state necessary?;Is there a separation of church and state in the Philippines?
6;The Church of England should be separated from the British state.;Is the separation of church and state necessary?;What separation of church and state really means?
7;The Church of England should be separated from the British state.;Is the separation of church and state necessary?;Does Canada have separation of church and state?
8;The Church of England should be separated from the British state.;Where is separation of church and state found?;Does the First Amendment separate church and state?
9;The Church of England should be separated from the British state.;Where is separation of church and state found?;How much is a legal separation?
10;The Church of England should be separated from the British state.;Where is separation of church and state found?;What religion were the founding fathers?
