;parent;name;inner.name
0;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Do tax cuts for the wealthy stimulate the economy?;Does cutting taxes for the rich create jobs?
1;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Do tax cuts for the wealthy stimulate the economy?;Do high taxes hurt the economy?
2;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Do tax cuts hurt the economy?;How does cutting taxes help the economy?
3;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Do tax cuts hurt the economy?;What percentage of tax cuts go to wealthy?
4;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Do tax cuts hurt the economy?;Do higher taxes help the economy?
5;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Why tax cuts are good for the economy?;What happens when taxes cut?
6;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Why tax cuts are good for the economy?;Does cutting taxes increase revenue?
7;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;Why tax cuts are good for the economy?;Why should taxes be lowered?
8;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;How can a tax cut increase investment?;Do tax cuts increase interest rates?
9;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;How can a tax cut increase investment?;What are the three types of government budgets?
10;Deregulation and tax cuts should be embraced to lead the world out of economic crisis.;How can a tax cut increase investment?;Do you believe that tax cuts are vital to help revive an economy in recession?
