;parent;name;inner.name
0;Chocolate is good for you;What happens if you eat chocolate everyday?;Is it OK to eat one chocolate bar a day?
1;Chocolate is good for you;What happens if you eat chocolate everyday?;What happens when you eat chocolate in the morning?
2;Chocolate is good for you;What is the healthiest chocolate to eat?;Can I eat chocolate and still lose weight?
3;Chocolate is good for you;What is the healthiest chocolate to eat?;What is the best dark chocolate to eat for health benefits?
4;Chocolate is good for you;What is the healthiest chocolate to eat?;Which chocolate has the least calories?
5;Chocolate is good for you;Is chocolate good for a person?;Can chocolate give you cancer?
6;Chocolate is good for you;Is chocolate good for a person?;Can chocolate make you fat?
7;Chocolate is good for you;Is chocolate good for a person?;Why we should eat chocolate?
8;Chocolate is good for you;What benefits does chocolate have?;Is 85 Cocoa Chocolate Healthy?
9;Chocolate is good for you;What benefits does chocolate have?;Is chocolate good for you on your period?
10;Chocolate is good for you;What benefits does chocolate have?;Does chocolate lower blood pressure?
