;parent;name;inner.name
0;International students are charged unfairly high tuition fees at UK universities;Why do universities charge more for international students?;How much are international student fees in UK?
1;International students are charged unfairly high tuition fees at UK universities;Why do universities charge more for international students?;How do international students pay for university in the UK?
2;International students are charged unfairly high tuition fees at UK universities;Why do universities charge more for international students?;Is tuition more expensive for international students?
3;International students are charged unfairly high tuition fees at UK universities;Why do universities charge more for international students?;Why international students pay more tuition UK?
4;International students are charged unfairly high tuition fees at UK universities;Why do universities charge more for international students?;How much do foreign students pay for university?
5;International students are charged unfairly high tuition fees at UK universities;Is tuition more expensive for international students?;Which is the cheapest country to study?
6;International students are charged unfairly high tuition fees at UK universities;Is tuition more expensive for international students?;Can international student get full scholarship?
7;International students are charged unfairly high tuition fees at UK universities;Is tuition more expensive for international students?;How can international students make money?
8;International students are charged unfairly high tuition fees at UK universities;Is tuition more expensive for international students?;Why international students pay more tuition UK?
9;International students are charged unfairly high tuition fees at UK universities;Is tuition more expensive for international students?;How much do foreign students pay for university?
10;International students are charged unfairly high tuition fees at UK universities;Why international students pay more tuition UK?;Do international students pay taxes in UK?
11;International students are charged unfairly high tuition fees at UK universities;Why international students pay more tuition UK?;Can I study in UK for free?
12;International students are charged unfairly high tuition fees at UK universities;Why international students pay more tuition UK?;Can international students get student loans in UK?
13;International students are charged unfairly high tuition fees at UK universities;Why international students pay more tuition UK?;How much do foreign students pay for university?
14;International students are charged unfairly high tuition fees at UK universities;How much do foreign students pay for university?;How much does a PHD cost UK?
15;International students are charged unfairly high tuition fees at UK universities;How much do foreign students pay for university?;How much does college cost UK?
16;International students are charged unfairly high tuition fees at UK universities;How much do foreign students pay for university?;How much are university fees UK?
