;parent;name;inner.name
0;Every child should have a mobile phone.;Why every child should not have a mobile phone?;How cell phones affect a child's brain?
1;Every child should have a mobile phone.;Why every child should not have a mobile phone?;Should kids use smartphones?
2;Every child should have a mobile phone.;Why kids should have cell phones?;What is a good age to get a phone?
3;Every child should have a mobile phone.;Why kids should have cell phones?;Should kids have recess?
4;Every child should have a mobile phone.;Why kids should have cell phones?;Why should kids have homework?
5;Every child should have a mobile phone.;Should children use mobile phones?;What are the benefits of kids having phones?
6;Every child should have a mobile phone.;Should children use mobile phones?;Are cell phones good for children?
7;Every child should have a mobile phone.;Should children use mobile phones?;What age should children be allowed to have mobile phone?
8;Every child should have a mobile phone.;How many kids have cell phones?;Should 6 year olds have phones?
9;Every child should have a mobile phone.;How many kids have cell phones?;What is the average age to get a phone 2018?
10;Every child should have a mobile phone.;How many kids have cell phones?;What is the right age to have a boyfriend?
