;parent;name;inner.name
0;The UK would be better off economically outside the European Union;Can the UK survive outside the EU?;Will the UK survive Brexit?
1;The UK would be better off economically outside the European Union;Can the UK survive outside the EU?;Can the UK survive a hard Brexit?
2;The UK would be better off economically outside the European Union;Will Brexit hurt the UK economy?;Has Brexit damage the UK economy?
3;The UK would be better off economically outside the European Union;Will Brexit hurt the UK economy?;How will Brexit affect UK economy?
4;The UK would be better off economically outside the European Union;Will Brexit hurt the UK economy?;Will the UK economy collapse?
5;The UK would be better off economically outside the European Union;Has the UK benefited from the EU?;How much does the UK gain from the EU?
6;The UK would be better off economically outside the European Union;Has the UK benefited from the EU?;Has EU been successful?
7;The UK would be better off economically outside the European Union;Has the UK benefited from the EU?;How much is the EU worth to the UK?
8;The UK would be better off economically outside the European Union;What would a no deal Brexit mean for Europe?;How will a no deal Brexit affect Europe?
9;The UK would be better off economically outside the European Union;What would a no deal Brexit mean for Europe?;What does no deal Brexit mean for EU citizens in UK?
10;The UK would be better off economically outside the European Union;What would a no deal Brexit mean for Europe?;Can Brexit be reversed?
