;parent;name;inner.name
0;Allow biased versions of history to be taught in schools;Why should history be taught in schools?;Does history really repeat itself?
1;Allow biased versions of history to be taught in schools;Why should history be taught in schools?;What skills do we develop studying history?
2;Allow biased versions of history to be taught in schools;Should history be made a compulsory subject at school?;Why is history a required class?
3;Allow biased versions of history to be taught in schools;Should history be made a compulsory subject at school?;Should sports be compulsory in school?
4;Allow biased versions of history to be taught in schools;Should history be made a compulsory subject at school?;What is history as a subject?
5;Allow biased versions of history to be taught in schools;Do schools still teach history?;How old are you in 11th grade America?
6;Allow biased versions of history to be taught in schools;Do schools still teach history?;Is the Constitution taught in public schools?
7;Allow biased versions of history to be taught in schools;Do schools still teach history?;What history is taught in 9th grade?
8;Allow biased versions of history to be taught in schools;Is British history taught in school?;How does school work in England?
9;Allow biased versions of history to be taught in schools;Is British history taught in school?;Does the UK have public schools?
10;Allow biased versions of history to be taught in schools;Is British history taught in school?;How can I teach in England?
