;parent;name;inner.name
0;Turkey should be let join the European Union;When did Turkey join the EU?;Is Istanbul in Europe?
1;Turkey should be let join the European Union;When did Turkey join the EU?;Is Turkey part of the EU 2019?
2;Turkey should be let join the European Union;Is Turkey going to be part of the EU?;Is Turkey considered Europe?
3;Turkey should be let join the European Union;Is Turkey going to be part of the EU?;Is Turkey a Schengen country?
4;Turkey should be let join the European Union;Is Turkey going to be part of the EU?;Is Turkey in the EU customs union?
5;Turkey should be let join the European Union;Should Turkey join the European Union?;Is Turkey in Europe or Middle East?
6;Turkey should be let join the European Union;Should Turkey join the European Union?;Why is Turkey considered part of Europe?
7;Turkey should be let join the European Union;Should Turkey join the European Union?;Is Istanbul in Europe or Asia?
8;Turkey should be let join the European Union;How would Turkey benefit from joining the EU?;Is Istanbul expensive for tourists?
9;Turkey should be let join the European Union;How would Turkey benefit from joining the EU?;What is the old name of Istanbul?
10;Turkey should be let join the European Union;How would Turkey benefit from joining the EU?;Which side of Istanbul is European?
