;parent;name;inner.name
0;Does campaign finance in the United States need to be fixed?;What are the campaign finance laws?;What is the purpose of campaign finance regulations?
1;Does campaign finance in the United States need to be fixed?;What are the campaign finance laws?;What is the penalty for campaign finance violations?
2;Does campaign finance in the United States need to be fixed?;What happens to campaign funds if you lose?;Can campaign funds be used for personal use?
3;Does campaign finance in the United States need to be fixed?;What happens to campaign funds if you lose?;Can politicians keep unused campaign funds?
4;Does campaign finance in the United States need to be fixed?;What happens to campaign funds if you lose?;Can candidates pay themselves from campaign funds?
5;Does campaign finance in the United States need to be fixed?;What is the difference between traditional and participating campaign funding?;How does public campaign financing work?
6;Does campaign finance in the United States need to be fixed?;What is the difference between traditional and participating campaign funding?;Is there a limit on campaign donations?
7;Does campaign finance in the United States need to be fixed?;What is the difference between traditional and participating campaign funding?;How did the mccain Feingold Act change campaign financing?
8;Does campaign finance in the United States need to be fixed?;Can foreigners contribute to US political campaigns?;Can non Citizens Campaign?
9;Does campaign finance in the United States need to be fixed?;Can foreigners contribute to US political campaigns?;Can green card holders donate to campaigns?
10;Does campaign finance in the United States need to be fixed?;Can foreigners contribute to US political campaigns?;Can foreigners contribute to PACs?
