;parent;name;inner.name
0;The West should invade Syria;When did the US intervene in Syria?;What is US role in Syria?
1;The West should invade Syria;When did the US intervene in Syria?;What started the war in Syria?
2;The West should invade Syria;Who is involved in the war in Syria?;Who supports Syria?
3;The West should invade Syria;Who is involved in the war in Syria?;Who controls Syria?
4;The West should invade Syria;Who is involved in the war in Syria?;Who does Russia support in Syria?
5;The West should invade Syria;How long has there been fighting in Syria?;Was Syria part of the Ottoman Empire?
6;The West should invade Syria;How long has there been fighting in Syria?;Where is present day Syria?
7;The West should invade Syria;How long has there been fighting in Syria?;Is it safe to travel to Syria?
8;The West should invade Syria;Where is the war in Syria?;Which city there is war in Syria?
9;The West should invade Syria;Where is the war in Syria?;How many people have died in Syria?
10;The West should invade Syria;Where is the war in Syria?;When did America start bombing Syria?
