;parent;name;inner.name
0;Tablets should replace textbooks in K-12 schools;Should Tablets Replace Textbooks in K 12 schools?;Should notebook computers replace textbooks?
1;Tablets should replace textbooks in K-12 schools;Should Tablets Replace Textbooks in K 12 schools?;Should schools replace textbooks with computers?
2;Tablets should replace textbooks in K-12 schools;Should tablets replace textbooks in schools?;Are online textbooks better?
3;Tablets should replace textbooks in K-12 schools;Should tablets replace textbooks in schools?;Should iPads replace textbooks in schools?
4;Tablets should replace textbooks in K-12 schools;Should tablets replace textbooks in schools?;Are textbooks more expensive than tablets?
5;Tablets should replace textbooks in K-12 schools;Should tablets and iPads replace textbooks?;Why textbooks are better than tablets?
6;Tablets should replace textbooks in K-12 schools;Should tablets and iPads replace textbooks?;Should schools use laptops instead of textbooks?
7;Tablets should replace textbooks in K-12 schools;Should tablets and iPads replace textbooks?;How many trees are cut down for textbooks?
8;Tablets should replace textbooks in K-12 schools;Are textbooks better than tablets?;How can I read textbooks more effectively?
9;Tablets should replace textbooks in K-12 schools;Are textbooks better than tablets?;Do college students use their textbooks?
10;Tablets should replace textbooks in K-12 schools;Are textbooks better than tablets?;How much do high schools spend on textbooks?
