;parent;name;inner.name
0;Britain should join the Euro currency;Does UK have to join euro?;Will UK be forced to join the euro?
1;Britain should join the Euro currency;Does UK have to join euro?;Are Euros accepted in England?
2;Britain should join the Euro currency;Does UK have to join euro?;Does UK use euro?
3;Britain should join the Euro currency;Does UK have to join euro?;Does the UK have to join the euro in 2022?
4;Britain should join the Euro currency;Does UK have to join euro?;Why did the UK not join the euro?
5;Britain should join the Euro currency;Does UK use euro?;Does London take euros?
6;Britain should join the Euro currency;Does UK use euro?;Does Switzerland use the euro?
7;Britain should join the Euro currency;Does UK use euro?;Can I put euros in my bank UK?
8;Britain should join the Euro currency;Does UK use euro?;Does the UK have to join the euro in 2022?
9;Britain should join the Euro currency;Does UK use euro?;Why did the UK not join the euro?
10;Britain should join the Euro currency;Does the UK have to join the euro in 2022?;Does the UK lose its veto in 2020?
11;Britain should join the Euro currency;Does the UK have to join the euro in 2022?;How much is the UK rebate from the EU?
12;Britain should join the Euro currency;Does the UK have to join the euro in 2022?;Why did Britain join the EU in 1973?
13;Britain should join the Euro currency;Does the UK have to join the euro in 2022?;Why did the UK not join the euro?
14;Britain should join the Euro currency;Why did the UK not join the euro?;What currency will Britain use after Brexit?
15;Britain should join the Euro currency;Why did the UK not join the euro?;Why did Greenland leave the EU?
16;Britain should join the Euro currency;Why did the UK not join the euro?;Does Italy use euros?
