;parent;name;inner.name
0;The lack of investment in teachers is the greatest barrier to achieving universal primary education;What is the difference between universal primary education and universal basic education?;What is the meaning of universal primary education?
1;The lack of investment in teachers is the greatest barrier to achieving universal primary education;What is the difference between universal primary education and universal basic education?;Who introduced universal primary education?
2;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can poor countries improve education?;Which country has the most lack of education?
3;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can poor countries improve education?;What can lack of education lead to?
4;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can poor countries improve education?;How can education challenges be overcome?
5;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can a teacher promote quality education?;What teachers need to improve on?
6;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can a teacher promote quality education?;How RCL enhances the quality of teaching and learning?
7;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can a teacher promote quality education?;How can schools improve education?
8;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can we achieve universal primary education?;Why is it important to achieve universal primary education?
9;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can we achieve universal primary education?;What are the goals of primary education?
10;The lack of investment in teachers is the greatest barrier to achieving universal primary education;How can we achieve universal primary education?;Why is primary education so important?
