;parent;name;inner.name
0;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is the Catholic Church's teaching on contraception?;Can Catholics use condoms?
1;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is the Catholic Church's teaching on contraception?;Do Protestants believe in contraception?
2;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What does the Catholic Church say about condoms?;Can a Protestant marry in a Catholic church?
3;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What does the Catholic Church say about condoms?;What is the Catholic church view on abortion?
4;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What does the Catholic Church say about condoms?;What is the Catholic position on divorce and remarriage?
5;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is Catholic natural family planning?;What is the Catholic rhythm method?
6;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is Catholic natural family planning?;What is the Creighton method of birth control?
7;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is Catholic natural family planning?;What is NFP in business?
8;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is artificial birth control?;What are the methods of birth control in human?
9;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is artificial birth control?;Who invented birth control?
10;The Catholic Church is justified in forbidding the use of barrier methods of contraception;What is artificial birth control?;When was abortion legalized?
