;parent;name;inner.name
0;The UK Should Leave the European Union;Is the UK going to leave the European Union?;Has the UK left the EU?
1;The UK Should Leave the European Union;Is the UK going to leave the European Union?;Why does the UK want Brexit?
2;The UK Should Leave the European Union;Why did Britain leave the EU?;Should Britain leave the EU?
3;The UK Should Leave the European Union;Why did Britain leave the EU?;What does Brexit mean for the UK?
4;The UK Should Leave the European Union;Why did Britain leave the EU?;Why did the UK join the EU?
5;The UK Should Leave the European Union;What happens if UK leave EU?;Can I stay in the UK after Brexit?
6;The UK Should Leave the European Union;What happens if UK leave EU?;What happens if the UK leaves the EU without a deal?
7;The UK Should Leave the European Union;What happens if UK leave EU?;What is a hard Brexit?
8;The UK Should Leave the European Union;Is Brexit good for UK?;How will Brexit affect UK economy?
9;The UK Should Leave the European Union;Is Brexit good for UK?;Will Brexit hurt the UK economy?
10;The UK Should Leave the European Union;Is Brexit good for UK?;What happens if Brexit no deal?
