;parent;name;inner.name
0;Abolish the monarchy.;Will Britain ever get rid of the monarchy?;Who pays for the royal family?
1;Abolish the monarchy.;Will Britain ever get rid of the monarchy?;Does Britain like the royal family?
2;Abolish the monarchy.;Can parliament abolish the monarchy?;When did the monarchy lose power?
3;Abolish the monarchy.;Can parliament abolish the monarchy?;Could the British monarchy gain power?
4;Abolish the monarchy.;Can parliament abolish the monarchy?;Could the Queen dissolve parliament?
5;Abolish the monarchy.;Should England abolish the monarchy?;How much does the royal family cost the taxpayer?
6;Abolish the monarchy.;Should England abolish the monarchy?;Why is the royal family so important to Great Britain?
7;Abolish the monarchy.;Should England abolish the monarchy?;When did the monarchy end in England?
8;Abolish the monarchy.;When did the French abolish the monarchy?;Why did Queen Marie Antoinette die?
9;Abolish the monarchy.;When did the French abolish the monarchy?;Is there still a French royal family?
10;Abolish the monarchy.;When did the French abolish the monarchy?;When did monarchy stop ruling England?
