;parent;name;inner.name
0;It is a good idea to have a system of  participatory democracy;What are the benefits of participatory democracy?;Who is the advocate of participatory democracy?
1;It is a good idea to have a system of  participatory democracy;What are the benefits of participatory democracy?;How does the Constitution support participatory democracy?
2;It is a good idea to have a system of  participatory democracy;What is participatory theory of democracy?;What are the 3 types of democracy?
3;It is a good idea to have a system of  participatory democracy;What is participatory theory of democracy?;Is the United States a participatory democracy?
4;It is a good idea to have a system of  participatory democracy;What is participatory theory of democracy?;What is the difference between participatory and representative democracy?
5;It is a good idea to have a system of  participatory democracy;What does democratic participation mean?;What is citizen participation in democracy?
6;It is a good idea to have a system of  participatory democracy;What does democratic participation mean?;Why is democratic participation important?
7;It is a good idea to have a system of  participatory democracy;What does democratic participation mean?;How can I participate in democracy?
8;It is a good idea to have a system of  participatory democracy;Why is participatory democracy important?;What are the 3 types of direct democracy?
9;It is a good idea to have a system of  participatory democracy;Why is participatory democracy important?;How do citizens participate in a democracy?
10;It is a good idea to have a system of  participatory democracy;Why is participatory democracy important?;What are the two types of democracy explain?
