;parent;name;inner.name
0;Cramming before exams is a bad idea;Why is cramming a bad idea?;Is last minute studying effective?
1;Cramming before exams is a bad idea;Why is cramming a bad idea?;What does cramming do to your brain?
2;Cramming before exams is a bad idea;Does cramming before a test work?;Is it good to study night before test?
3;Cramming before exams is a bad idea;Does cramming before a test work?;How do I cram for a test?
4;Cramming before exams is a bad idea;Does cramming before a test work?;Does studying the night before help?
5;Cramming before exams is a bad idea;Is it good to cram the night before a test?;Is it better to study at night?
6;Cramming before exams is a bad idea;Is it good to cram the night before a test?;Should I cram or sleep?
7;Cramming before exams is a bad idea;Is it good to cram the night before a test?;What should I do the night before a race?
8;Cramming before exams is a bad idea;What is cramming in studying?;How can I study for exams at night?
9;Cramming before exams is a bad idea;What is cramming in studying?;How can I study overnight?
10;Cramming before exams is a bad idea;What is cramming in studying?;Why do students cram?
