;parent;name;inner.name
0;Google shouldn’t censor its search results in China;Does Google filter search results?;Why is Google blocking searches?
1;Google shouldn’t censor its search results in China;Does Google filter search results?;Why Does Google censor my searches?
2;Google shouldn’t censor its search results in China;Is Google censored in the US?;Does Google block illegal sites?
3;Google shouldn’t censor its search results in China;Is Google censored in the US?;Does Google filter out illegal images?
4;Google shouldn’t censor its search results in China;Is Google censored in the US?;What sites are blocked in the US?
5;Google shouldn’t censor its search results in China;Why is Google banned in some countries?;Can I use Google in China?
6;Google shouldn’t censor its search results in China;Why is Google banned in some countries?;Does Netflix work in China?
7;Google shouldn’t censor its search results in China;Why is Google banned in some countries?;Does China have Google?
8;Google shouldn’t censor its search results in China;Does the United States government censor Internet content?;What are the Top 5 reasons most books are challenged?
9;Google shouldn’t censor its search results in China;Does the United States government censor Internet content?;Why are most books banned?
10;Google shouldn’t censor its search results in China;Does the United States government censor Internet content?;What is an enemy of the Internet?
