;parent;name;inner.name
0;Obesity is a disease;Is obesity a disease or not?;Is obesity a disease or a symptom?
1;Obesity is a disease;Is obesity a disease or not?;Is obesity a disease AMA?
2;Obesity is a disease;Why is obesity not a disease?;Is obesity classed as a disease in the UK?
3;Obesity is a disease;Why is obesity not a disease?;Is being morbidly obese a disease?
4;Obesity is a disease;Why is obesity not a disease?;What are the cons of obesity?
5;Obesity is a disease;Should obesity be treated as a disease?;Is being obese a medical condition?
6;Obesity is a disease;Should obesity be treated as a disease?;How many US deaths per year are due to obesity?
7;Obesity is a disease;Should obesity be treated as a disease?;Is being overweight a chronic disease?
8;Obesity is a disease;When did obesity become a disease?;Is obesity considered a disability?
9;Obesity is a disease;When did obesity become a disease?;Who Discovered Obesity?
10;Obesity is a disease;When did obesity become a disease?;Is obesity a disease World Health Organization?
