;parent;name;inner.name
0;The Dalai Lama’s ‘third way’ in Tibet;How did the Dalai Lama become the Dalai Lama?;What are the 3 main beliefs of Tibetan Buddhism?
1;The Dalai Lama’s ‘third way’ in Tibet;How did the Dalai Lama become the Dalai Lama?;Is the Dalai Lama a Buddha?
2;The Dalai Lama’s ‘third way’ in Tibet;How is the Dalai Lama identified when he is reincarnated?;Is Seven Years in Tibet a true story?
3;The Dalai Lama’s ‘third way’ in Tibet;How is the Dalai Lama identified when he is reincarnated?;How does the Dalai Lama reincarnate?
4;The Dalai Lama’s ‘third way’ in Tibet;How is the Dalai Lama identified when he is reincarnated?;Why did China invade Tibet?
5;The Dalai Lama’s ‘third way’ in Tibet;What did the seventeen point agreement declare?;When did Tibet join China?
6;The Dalai Lama’s ‘third way’ in Tibet;What did the seventeen point agreement declare?;When did Tibet lose independence?
7;The Dalai Lama’s ‘third way’ in Tibet;What did the seventeen point agreement declare?;What was the last dynasty in China?
8;The Dalai Lama’s ‘third way’ in Tibet;Why did the Dalai Lama get the Nobel Prize?;Who controls Tibet?
9;The Dalai Lama’s ‘third way’ in Tibet;Why did the Dalai Lama get the Nobel Prize?;What did Dalai Lama achieve?
10;The Dalai Lama’s ‘third way’ in Tibet;Why did the Dalai Lama get the Nobel Prize?;What did the Dalai Lama receive in 1989?
