;parent;name;inner.name
0;Homework is a waste of time;Should homework be allowed?;Is homework good or bad?
1;Homework is a waste of time;Should homework be allowed?;Does homework cause depression?
2;Homework is a waste of time;Is homework beneficial to learning?;Does homework actually improve performance?
3;Homework is a waste of time;Is homework beneficial to learning?;Why is homework good for your brain?
4;Homework is a waste of time;Is homework beneficial to learning?;Is homework in elementary school beneficial?
5;Homework is a waste of time;Is homework more harmful than helpful?;Why is homework more than good?
6;Homework is a waste of time;Is homework more harmful than helpful?;Why does homework cause more harm than good?
7;Homework is a waste of time;Is homework more harmful than helpful?;Why is homework bad?
8;Homework is a waste of time;How much stress is caused by homework?;What health problems does homework cause?
9;Homework is a waste of time;How much stress is caused by homework?;Does Homework Make Kids Stressed?
10;Homework is a waste of time;How much stress is caused by homework?;Should schools give homework?
