;parent;name;inner.name
0;Endangered species should be protected;What can we do to protect endangered species?;How can we stop poaching and protect endangered species?
1;Endangered species should be protected;What can we do to protect endangered species?;What can we do to stop extinction?
2;Endangered species should be protected;Why is it important to protect endangered animals?;Why should we protect animals and birds?
3;Endangered species should be protected;Why is it important to protect endangered animals?;Why should we protect threatened and endangered species?
4;Endangered species should be protected;Why is it important to protect endangered animals?;How does animal extinction affect humans?
5;Endangered species should be protected;Should we worry about endangered species?;How much does it cost to protect endangered species?
6;Endangered species should be protected;Should we worry about endangered species?;What happens if endangered species become extinct?
7;Endangered species should be protected;Should we worry about endangered species?;What would happen if gorillas went extinct?
8;Endangered species should be protected;Why do we need to preserve endangered species?;Why should we care about species extinction?
9;Endangered species should be protected;Why do we need to preserve endangered species?;Why should animals be protected?
10;Endangered species should be protected;Why do we need to preserve endangered species?;Why the animals are endangered?
