;parent;name;inner.name
0;All Americans should have the right (be entitled) to health care;Should all American have the right be entitled to healthcare?;Should healthcare be free for all?
1;All Americans should have the right (be entitled) to health care;Should all American have the right be entitled to healthcare?;Would universal health care work in America?
2;All Americans should have the right (be entitled) to health care;Is healthcare a basic right in the United States?;Why should healthcare be free?
3;All Americans should have the right (be entitled) to health care;Is healthcare a basic right in the United States?;Who pays for healthcare in the US?
4;All Americans should have the right (be entitled) to health care;Is healthcare a basic right in the United States?;Why is health a basic human right?
5;All Americans should have the right (be entitled) to health care;Why should healthcare be a right?;Is health a human right or a privilege?
6;All Americans should have the right (be entitled) to health care;Why should healthcare be a right?;Is healthcare a right or privilege in the United States?
7;All Americans should have the right (be entitled) to health care;Why should healthcare be a right?;Is health care a constitutional right?
8;All Americans should have the right (be entitled) to health care;Is health care a right?;How does healthcare work?
9;All Americans should have the right (be entitled) to health care;Is health care a right?;Is healthcare a right in the Constitution?
10;All Americans should have the right (be entitled) to health care;Is health care a right?;How much would universal health care cost?
