;parent;name;inner.name
0;Greece should default on its debt and return to the Drachma;What would happen if Greece defaulted?;When did Greece switch to the euro?
1;Greece should default on its debt and return to the Drachma;What would happen if Greece defaulted?;What country uses the drachma?
2;Greece should default on its debt and return to the Drachma;Why did Greece's economy fail?;How much does Greece owe in debt?
3;Greece should default on its debt and return to the Drachma;Why did Greece's economy fail?;Which country has the most debt?
4;Greece should default on its debt and return to the Drachma;Why did Greece's economy fail?;Did Greece default on its debt?
5;Greece should default on its debt and return to the Drachma;Is Greece still in debt?;Can Greece pay back its debt?
6;Greece should default on its debt and return to the Drachma;Is Greece still in debt?;Has Greece paid off its debt?
7;Greece should default on its debt and return to the Drachma;Is Greece still in debt?;Did Greece leave the EU?
8;Greece should default on its debt and return to the Drachma;Does Greece still use drachma?;How much is a drachma worth in dollars?
9;Greece should default on its debt and return to the Drachma;Does Greece still use drachma?;Who created the drachma?
10;Greece should default on its debt and return to the Drachma;Does Greece still use drachma?;What are ancient Greek coins called?
