;parent;name;inner.name
0;We should believe in corporal punishment for adult offenders;Does corporal punishment deter crime?;Should corporal punishment be allowed?
1;We should believe in corporal punishment for adult offenders;Does corporal punishment deter crime?;Does deterrence reduce crime?
2;We should believe in corporal punishment for adult offenders;Does corporal punishment increases the likelihood of criminal activity?;Does corporal punishment promote violence?
3;We should believe in corporal punishment for adult offenders;Does corporal punishment increases the likelihood of criminal activity?;Is physical punishment effective for changing behavior?
4;We should believe in corporal punishment for adult offenders;Does corporal punishment increases the likelihood of criminal activity?;What are the effects of corporal punishment?
5;We should believe in corporal punishment for adult offenders;What are examples of corporal punishment?;What qualifies as corporal punishment?
6;We should believe in corporal punishment for adult offenders;What are examples of corporal punishment?;What can corporal punishment lead to?
7;We should believe in corporal punishment for adult offenders;What are examples of corporal punishment?;What percentage of parents use corporal punishment?
8;We should believe in corporal punishment for adult offenders;Which states allow corporal punishment in schools 2018?;What are the types of corporal punishment?
9;We should believe in corporal punishment for adult offenders;Which states allow corporal punishment in schools 2018?;What is the purpose of corporal punishment?
10;We should believe in corporal punishment for adult offenders;Which states allow corporal punishment in schools 2018?;What states is corporal punishment legal in?
