;parent;name;inner.name
0;Switzerland and Norway should apply to join the EU;Why is Switzerland not part of EU?;Does GDPR apply to Switzerland?
1;Switzerland and Norway should apply to join the EU;Why is Switzerland not part of EU?;Should Switzerland join the EU?
2;Switzerland and Norway should apply to join the EU;Are Norway and Switzerland in the EU?;Did Norway leave the EU?
3;Switzerland and Norway should apply to join the EU;Are Norway and Switzerland in the EU?;Will Norway join the EU?
4;Switzerland and Norway should apply to join the EU;Are Norway and Switzerland in the EU?;Are Norway and Switzerland in the Customs Union?
5;Switzerland and Norway should apply to join the EU;Does Switzerland accept EU rules?;Does Switzerland pay into the EU budget?
6;Switzerland and Norway should apply to join the EU;Does Switzerland accept EU rules?;Can Britain like Switzerland?
7;Switzerland and Norway should apply to join the EU;Does Switzerland accept EU rules?;Does Switzerland use the euro?
8;Switzerland and Norway should apply to join the EU;Why is Norway not part of the EU?;Why is Norway so rich?
9;Switzerland and Norway should apply to join the EU;Why is Norway not part of the EU?;How much does Norway pay to EU?
10;Switzerland and Norway should apply to join the EU;Why is Norway not part of the EU?;Should Norway join the EU?
