;parent;name;inner.name
0;We must support public service broadcasters;What is a public service broadcasting definition?;What is the purpose of public service broadcasting?
1;We must support public service broadcasters;What is a public service broadcasting definition?;What is the purpose of public broadcasting?
2;We must support public service broadcasters;Is ITV a public service broadcaster?;Is BBC a public service?
3;We must support public service broadcasters;Is ITV a public service broadcaster?;Is Channel 4 a public service broadcaster?
4;We must support public service broadcasters;Is ITV a public service broadcaster?;Is ITV Public or private?
5;We must support public service broadcasters;What is the difference between public and private broadcasters?;How does public television work?
6;We must support public service broadcasters;What is the difference between public and private broadcasters?;What is a private broadcaster?
7;We must support public service broadcasters;What is the difference between public and private broadcasters?;How does public television make money?
8;We must support public service broadcasters;How is public service broadcasting funded?;What is public service broadcasting BBC?
9;We must support public service broadcasters;How is public service broadcasting funded?;What is the BBC's public service remit?
10;We must support public service broadcasters;How is public service broadcasting funded?;Why is public broadcasting important?
